label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
bird,0.2691270112991333,0.4904043972492218,-2.64876177880069e-07,0.3409413993358612,0.4626368284225464,0.0394618958234787,0.396877646446228,0.4152853488922119,0.03876068443059921,0.4499932527542114,0.3877750635147095,0.028674229979515076,0.49719297885894775,0.3654974102973938,0.01559267658740282,0.3557669520378113,0.34409424662590027,-0.02956722304224968,0.4226040244102478,0.29257893562316895,-0.05321630835533142,0.4616793990135193,0.2503732442855835,-0.05997312068939209,0.4885566830635071,0.21751084923744202,-0.06858085840940475,0.342570424079895,0.3512504994869232,-0.06956551969051361,0.47433021664619446,0.37091484665870667,-0.1288200467824936,0.49924060702323914,0.41581955552101135,-0.13731518387794495,0.4992562532424927,0.44041943550109863,-0.1319776475429535,0.34142839908599854,0.3812327980995178,-0.10452757030725479,0.4783633351325989,0.3984256684780121,-0.16108955442905426,0.5085710287094116,0.4478608965873718,-0.1547088921070099,0.5065212845802307,0.47601693868637085,-0.13880237936973572,0.355641633272171,0.4218352437019348,-0.13461481034755707,0.41708439588546753,0.36960893869400024,-0.1949411928653717,0.4569709599018097,0.32692569494247437,-0.215596005320549,0.48936861753463745,0.2881103456020355,-0.22212167084217072
bird,0.77750164270401,0.4791450500488281,-3.544668629729131e-07,0.7502090930938721,0.4331420063972473,0.06856216490268707,0.6851202249526978,0.38517525792121887,0.08767683804035187,0.6298196315765381,0.3667886555194855,0.09254084527492523,0.5809080600738525,0.36884012818336487,0.08930184692144394,0.6815831065177917,0.33561447262763977,-0.0016753223026171327,0.5925437211990356,0.28345462679862976,-0.012266628444194794,0.5598393082618713,0.24617263674736023,-0.01134692132472992,0.5307496786117554,0.21290913224220276,-0.015836548060178757,0.6823790669441223,0.35223907232284546,-0.049968358129262924,0.5506534576416016,0.36261382699012756,-0.07615095376968384,0.5500814914703369,0.416836142539978,-0.06550062447786331,0.5714929699897766,0.4449763894081116,-0.05883418396115303,0.6734393835067749,0.38691064715385437,-0.09259708225727081,0.5504794120788574,0.38777267932891846,-0.12087945640087128,0.5381209254264832,0.4404454231262207,-0.10249566286802292,0.5552650094032288,0.4673045873641968,-0.08997679501771927,0.6543723940849304,0.4275985360145569,-0.12883038818836212,0.5772795081138611,0.36441394686698914,-0.18100464344024658,0.5362725853919983,0.31834274530410767,-0.20540471374988556,0.5143627524375916,0.2725469768047333,-0.22106985747814178
bird,0.7919103503227234,0.4877321720123291,-3.631405149917555e-07,0.7603756785392761,0.44520747661590576,0.055173058062791824,0.6960090398788452,0.40030089020729065,0.07005142420530319,0.6397528052330017,0.3845980167388916,0.07553152740001678,0.59208083152771,0.3873461186885834,0.07465500384569168,0.684894859790802,0.3498890697956085,-0.016122689470648766,0.5937891602516174,0.3008694648742676,-0.029402069747447968,0.5613182187080383,0.26620978116989136,-0.02928193099796772,0.5331926345825195,0.2332325577735901,-0.03306667506694794,0.6860496997833252,0.3664807081222534,-0.05416890233755112,0.5557746887207031,0.378057599067688,-0.07709529250860214,0.5570961236953735,0.42867299914360046,-0.0652894601225853,0.5795334577560425,0.4525143504142761,-0.05950630083680153,0.6782680749893188,0.400871217250824,-0.08692470192909241,0.5534830689430237,0.4009656310081482,-0.10965128242969513,0.5439830422401428,0.4518774151802063,-0.09035498648881912,0.5631009340286255,0.4770146906375885,-0.07942115515470505,0.661162257194519,0.4401702880859375,-0.11429210752248764,0.5814305543899536,0.3813111484050751,-0.1606757938861847,0.5402993559837341,0.3380517065525055,-0.1830570250749588,0.517193078994751,0.2935774028301239,-0.19844378530979156
bird,0.26761603355407715,0.5023784041404724,-3.9259737150132423e-07,0.353668212890625,0.4751816987991333,0.07235696911811829,0.41374748945236206,0.43441906571388245,0.07815738767385483,0.4687424898147583,0.41066884994506836,0.06750204414129257,0.5117231607437134,0.38788145780563354,0.05393998697400093,0.3693043291568756,0.35408928990364075,-0.00859760120511055,0.43792805075645447,0.3132230341434479,-0.02484523132443428,0.47673046588897705,0.27881699800491333,-0.02201203629374504,0.49958330392837524,0.2527577877044678,-0.02599306032061577,0.3567034602165222,0.36348119378089905,-0.06699048727750778,0.4808473587036133,0.38453808426856995,-0.10670334845781326,0.49504756927490234,0.44194555282592773,-0.08687355369329453,0.48449182510375977,0.47206172347068787,-0.06661473214626312,0.3549337089061737,0.3907531499862671,-0.1205778494477272,0.485904723405838,0.41533419489860535,-0.15776659548282623,0.5078352093696594,0.46895140409469604,-0.12274260073900223,0.49243074655532837,0.4996868669986725,-0.09476998448371887,0.3691476285457611,0.4275631010532379,-0.1693388670682907,0.43075552582740784,0.38061583042144775,-0.23396816849708557,0.47023963928222656,0.3360375165939331,-0.2548670768737793,0.49346885085105896,0.29491332173347473,-0.2628975212574005
bird,0.8242371082305908,0.5492100715637207,-5.442263955046656e-07,0.7595558166503906,0.510671079158783,0.06852445751428604,0.6835395097732544,0.46300747990608215,0.08722234517335892,0.6220642924308777,0.44808223843574524,0.09160411357879639,0.5658234357833862,0.44562792778015137,0.08887789398431778,0.699478268623352,0.38676121830940247,-0.004640510771423578,0.5992437601089478,0.31810474395751953,-0.020197561010718346,0.5591132044792175,0.27207285165786743,-0.019257813692092896,0.5226525068283081,0.22916226089000702,-0.023248478770256042,0.7045663595199585,0.395206093788147,-0.05313175171613693,0.5516787767410278,0.41167157888412476,-0.09198861569166183,0.5483760237693787,0.4725073277950287,-0.08489442616701126,0.574745774269104,0.5040446519851685,-0.07806013524532318,0.6959683895111084,0.42924100160598755,-0.09562656283378601,0.5513245463371277,0.4333620071411133,-0.13241824507713318,0.5368602871894836,0.49415335059165955,-0.11552798002958298,0.5554115772247314,0.5251339673995972,-0.10204918682575226,0.6720985174179077,0.4735032021999359,-0.1314578652381897,0.5886585712432861,0.40354833006858826,-0.1912224143743515,0.5446476936340332,0.35289955139160156,-0.21978403627872467,0.5189342498779297,0.29990094900131226,-0.23698368668556213
bird,0.21872183680534363,0.551156222820282,-6.336938440654194e-07,0.33426031470298767,0.5242847204208374,0.06644164025783539,0.40731334686279297,0.4767877459526062,0.07783783972263336,0.46893104910850525,0.4447346329689026,0.0717962458729744,0.5202282071113586,0.4151119291782379,0.06282169371843338,0.35589560866355896,0.3743569254875183,0.000857408856973052,0.4459418058395386,0.33624640107154846,-0.017101410776376724,0.49283427000045776,0.29219913482666016,-0.01654132455587387,0.5245729684829712,0.2566910982131958,-0.022505803033709526,0.33388054370880127,0.37639540433883667,-0.056478433310985565,0.4841861426830292,0.4305141568183899,-0.11277846992015839,0.5035583972930908,0.49299710988998413,-0.11152179539203644,0.5009331703186035,0.5259324312210083,-0.10177086293697357,0.3225688934326172,0.405439168214798,-0.10949161648750305,0.47158053517341614,0.4519156217575073,-0.1680861860513687,0.5061848759651184,0.5118273496627808,-0.1566193848848343,0.5052128434181213,0.5442286729812622,-0.1401902139186859,0.32961198687553406,0.44746673107147217,-0.15651971101760864,0.4101940095424652,0.3923610746860504,-0.22935615479946136,0.4600870609283447,0.3450612723827362,-0.2582584619522095,0.4953386187553406,0.3016235828399658,-0.2718544900417328
bird,0.2866102159023285,0.5743256211280823,-4.4644903596235963e-07,0.39179205894470215,0.49451595544815063,0.0453498400747776,0.433431476354599,0.4006494879722595,0.04359661042690277,0.47272634506225586,0.32840123772621155,0.02677351050078869,0.489702045917511,0.2686106860637665,0.006540148984640837,0.29623445868492126,0.32365119457244873,-0.046991605311632156,0.42199578881263733,0.24330726265907288,-0.08760566264390945,0.47195136547088623,0.1790010780096054,-0.10593370348215103,0.5021790266036987,0.11728587746620178,-0.12643994390964508,0.2676216959953308,0.3373994529247284,-0.10135085880756378,0.4644654393196106,0.3396235704421997,-0.1834225207567215,0.49562281370162964,0.4152206778526306,-0.1884637326002121,0.49299296736717224,0.4597683548927307,-0.18379727005958557,0.2685554027557373,0.3782094419002533,-0.1518201231956482,0.4687604010105133,0.38406699895858765,-0.2310129553079605,0.5057868957519531,0.456753134727478,-0.2073662132024765,0.5024928450584412,0.5032562613487244,-0.17965629696846008,0.29839468002319336,0.4252404272556305,-0.19903258979320526,0.40241992473602295,0.33738335967063904,-0.2772229313850403,0.46575677394866943,0.27596157789230347,-0.29741063714027405,0.5174058675765991,0.22267505526542664,-0.3051886558532715
bird,0.2883041203022003,0.549846351146698,-4.3094829038636817e-07,0.3783729076385498,0.4708705544471741,0.06940527260303497,0.4236305058002472,0.3906644880771637,0.06323795765638351,0.4701257348060608,0.33026382327079773,0.04000277444720268,0.4908730387687683,0.2783680558204651,0.008749096654355526,0.3127305507659912,0.3257793188095093,-0.07372648268938065,0.4223775863647461,0.24794426560401917,-0.12096141278743744,0.4726817011833191,0.1853589564561844,-0.14296174049377441,0.5054987072944641,0.13108575344085693,-0.16842210292816162,0.29744595289230347,0.3449786305427551,-0.14527489244937897,0.47495582699775696,0.35099732875823975,-0.22772060334682465,0.5100809931755066,0.4171985387802124,-0.23094989359378815,0.5102105736732483,0.45758122205734253,-0.2305438220500946,0.29990074038505554,0.3937683701515198,-0.20854246616363525,0.476313054561615,0.3968687355518341,-0.2824624478816986,0.520028829574585,0.45823854207992554,-0.2550879716873169,0.5220925807952881,0.4968085289001465,-0.23340854048728943,0.32603925466537476,0.4472135603427887,-0.26575738191604614,0.40646809339523315,0.3729453384876251,-0.3518926203250885,0.46190640330314636,0.32319003343582153,-0.3753429353237152,0.5091496706008911,0.28105616569519043,-0.3880773186683655
bird,0.1753285974264145,0.5418751835823059,-8.922006031752971e-07,0.3365520238876343,0.49430012702941895,0.064948171377182,0.415594220161438,0.41986560821533203,0.08002664893865585,0.47829270362854004,0.37844783067703247,0.07613744586706161,0.5346997380256653,0.34291598200798035,0.06874043494462967,0.31144362688064575,0.2993108630180359,-0.00586125161498785,0.4482952952384949,0.2338845133781433,-0.03422500193119049,0.5044003129005432,0.18587034940719604,-0.04134157672524452,0.5445077419281006,0.14820556342601776,-0.051934175193309784,0.2819770574569702,0.3051377832889557,-0.0660775750875473,0.48118433356285095,0.3237925171852112,-0.15090584754943848,0.5137230157852173,0.4002407193183899,-0.16925673186779022,0.5157421827316284,0.4493560194969177,-0.1673278659582138,0.276567280292511,0.34306010603904724,-0.12021715193986893,0.4697275757789612,0.34487244486808777,-0.20117397606372833,0.5132269263267517,0.4109638035297394,-0.19754663109779358,0.5175330638885498,0.45268428325653076,-0.17848721146583557,0.2994652986526489,0.39039939641952515,-0.16765126585960388,0.4035888910293579,0.3040265440940857,-0.24849988520145416,0.46464839577674866,0.2411288321018219,-0.27807265520095825,0.5149855613708496,0.18453556299209595,-0.28875240683555603
bird,0.8417066931724548,0.6306260824203491,-9.012648547468416e-07,0.7491478323936462,0.5638846755027771,0.05146690458059311,0.6703621745109558,0.47235310077667236,0.05668747052550316,0.6115517616271973,0.41710370779037476,0.052573420107364655,0.5516433715820312,0.3820784091949463,0.04222985357046127,0.7731077671051025,0.38210219144821167,-0.06604477763175964,0.641891360282898,0.2722490429878235,-0.10237635672092438,0.5899972319602966,0.20879308879375458,-0.10980071872472763,0.5508506298065186,0.1454722285270691,-0.12001998722553253,0.792970597743988,0.3993465304374695,-0.11201313138008118,0.5686718821525574,0.37819603085517883,-0.16820456087589264,0.546543300151825,0.46009913086891174,-0.1514875888824463,0.5829304456710815,0.49867498874664307,-0.1389549821615219,0.7729312777519226,0.44594860076904297,-0.1517994999885559,0.5672091245651245,0.4199567437171936,-0.20074249804019928,0.5316356420516968,0.4988531470298767,-0.16248063743114471,0.5641237497329712,0.5461655259132385,-0.13446266949176788,0.7257331609725952,0.4978063106536865,-0.18687094748020172,0.6188806891441345,0.3851149380207062,-0.26239290833473206,0.5703539252281189,0.3103955388069153,-0.2886578440666199,0.5579758882522583,0.24102739989757538,-0.3026447594165802
